seascape;village;years_village;age;education_level;religion;hh_head;gender;social_network;group_hh_size.total;primary_livelihood;fishing_primary_livelihood;num_livelihoods_hh;trust_community;trust_village_leaders;trust_mgmt;trust_NGOs;trust_government;mgmt_community.benefits_domain_1;mgmt_community.benefits_category_1;mgmt_community.costs_domain_1;mgmt_community.costs_category_1;mgmt_community.impact;mgmt_community.effect_yn_2;mgmt_support;participation;fairness_decision_making;conflict_frequency;life_satisfaction_2;life_satisfaction_causes_1_domain;life_satisfaction_causes_1_category;life_satisfaction_causes_2_domain;life_satisfaction_causes_2_category;life_satisfaction_causes_3_domain;life_satisfaction_causes_3_category;type_mgmt
Northwest;Andravorogna;25;25;NA;Muslim;yes;male;0;4;farming;no;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;very_unsupportive;not_involved;unfair;NA;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Andravorogna;NA;35;NA;Muslim;yes;female;2;2;farming;no;2;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;neutral;not_involved;fair;no_conflict;a_lot_better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Andravorogna;30;36;NA;none;yes;female;1;3;farming;no;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;very_supportive;not_involved;don_t_know;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Andravorogna;1;25;some_primary;Muslim;yes;female;4;2;farming;no;1;trust_more_people;trust_more_people;NA;about_half_half;distrust_more_people;NA;NA;NA;NA;neutral;yes;neutral;active;unfair;no_conflict;worse;NA;NA;NA;NA;NA;NA;mpa
Northwest;Andravorogna;15;43;some_primary;Muslim;no;female;1;4;farming;no;4;about_half_half;about_half_half;NA;about_half_half;trust_more_people;NA;NA;NA;NA;neutral;no;neutral;not_involved;fair;don_t_know;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Andravorogna;25;25;NA;Muslim;yes;male;0;4;farming;no;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;very_unsupportive;not_involved;unfair;NA;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Andravorogna;NA;35;NA;Muslim;yes;female;2;2;farming;no;2;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;neutral;not_involved;fair;no_conflict;a_lot_better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marimbe;16;28;some_primary;Muslim;yes;female;0;4;farming;no;1;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;passive;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marimbe;16;28;some_primary;Muslim;yes;female;0;4;farming;no;1;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;passive;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marotogny;60;62;NA;none;yes;female;0;2;farming;no;2;trust_all;trust_all;trust_more_people;trust_more_people;trust_all;economy;economic wealth;NA;NA;good;yes;very_supportive;not_involved;very_fair;no_conflict;better;health;food security;economy;livelihoods;NA;NA;mpa
Northwest;Marotogny;60;62;NA;none;yes;female;0;2;farming;no;2;trust_all;trust_all;trust_more_people;trust_more_people;trust_all;NA;NA;NA;NA;good;yes;very_supportive;not_involved;very_fair;no_conflict;better;economy;employment;health;food security;NA;NA;mpa
Northwest;Ratapenjke;13;56;primary_completed;Muslim;yes;male;1;6;farming;no;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Northwest;Ratapenjke;6;41;primary_completed;none;no;female;1;3;farming;no;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Northwest;Ratapenjke;13;56;primary_completed;Muslim;yes;male;1;6;farming;no;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Northwest;Ratapenjke;6;41;primary_completed;none;no;female;1;3;farming;no;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Southwest;Salary nord 1;16;43;middle_school_completed;Protestant;yes;female;1;7;farming;no;2;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_more_people;health;food security;economy;economic wealth;good;yes;supportive;active;fair;no_conflict;better;economy;economic wealth;economy;employment;NA;NA;mpa
Southwest;Salary nord 1;16;43;middle_school_completed;Protestant;yes;female;1;7;farming;no;2;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_more_people;governance;rights and access;governance;rights and access;good;yes;supportive;active;fair;no_conflict;better;NA;NA;economy;livelihoods;NA;NA;mpa
Southwest;Andravona;NA;20;some_middle_school;FLM;yes;female;2;2;female_fishmongers;no;2;about_half_half;trust_more_people;trust_more_people;trust_more_people;about_half_half;health;food security;NA;NA;very_good;yes;very_supportive;passive;fair;no_conflict;better;economy;livelihoods;health;food security;NA;NA;mpa
Southwest;Andravona;NA;20;some_middle_school;FLM;yes;female;2;2;female_fishmongers;no;2;about_half_half;trust_more_people;trust_more_people;trust_more_people;about_half_half;NA;NA;NA;NA;very_good;yes;very_supportive;passive;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marimbe;6;24;some_middle_school;Muslim;yes;female;1;1;female_fishmongers;no;2;trust_all;trust_all;about_half_half;about_half_half;trust_all;NA;NA;NA;NA;NA;no;unsupportive;passive;unfair;less_than_once_year;better;social;social capital and cohesion;NA;NA;NA;NA;mpa
Northwest;Marimbe;6;24;some_middle_school;Muslim;yes;female;1;1;female_fishmongers;no;2;trust_all;trust_all;about_half_half;about_half_half;trust_all;NA;NA;NA;NA;NA;no;unsupportive;passive;unfair;less_than_once_year;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;2;48;some_middle_school;Catholic;no;female;1;2;female_fishmongers;no;2;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;active;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;2;48;some_middle_school;Catholic;no;female;1;2;female_fishmongers;no;2;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;active;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Ratapenjke;2;43;some_secondary;Muslim;yes;male;2;2;female_fishmongers;no;3;about_half_half;trust_more_people;trust_all;distrust_more_people;trust_more_people;economy;economic wealth;NA;NA;good;yes;supportive;active;fair;no_conflict;worse;governance;rights and access;governance;local institutions;NA;NA;mpa
Northwest;Ratapenjke;2;43;some_secondary;Muslim;yes;male;2;2;female_fishmongers;no;3;about_half_half;trust_more_people;trust_all;distrust_more_people;trust_more_people;NA;NA;NA;NA;good;yes;supportive;active;fair;no_conflict;worse;NA;NA;economic;economical wealth;NA;NA;mpa
Southwest;Salary nord 1;NA;36;some_primary;Protestant;yes;female;1;7;female_fishmongers;no;1;trust_all;trust_all;trust_all;trust_all;trust_all;health;food security;NA;NA;good;yes;supportive;passive;fair;no_conflict;a_lot_worse;economy;livelihoods;economy;livelihoods;economy;livelihoods;mpa
Southwest;Salary nord 1;NA;31;some_primary;Protestant;yes;female;3;4;female_fishmongers;no;1;trust_all;trust_more_people;trust_more_people;trust_all;trust_more_people;health;food security;NA;NA;good;yes;supportive;active;fair;no_conflict;better;economy;livelihoods;NA;NA;NA;NA;mpa
Southwest;Salary nord 1;NA;36;some_primary;Protestant;yes;female;1;7;female_fishmongers;no;1;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;good;yes;supportive;passive;fair;no_conflict;a_lot_worse;NA;NA;NA;NA;NA;NA;mpa
Southwest;Salary nord 1;NA;31;some_primary;Protestant;yes;female;3;4;female_fishmongers;no;1;trust_all;trust_more_people;trust_more_people;trust_all;trust_more_people;NA;NA;NA;NA;good;yes;supportive;active;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;55;55;NA;Muslim;yes;female;0;10;fish_trading;no;3;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;55;55;NA;Muslim;yes;female;0;10;fish_trading;no;3;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Southwest;Andravona;18;18;some_middle_school;Catholic;yes;female;1;1;fish_trading;no;1;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_all;economic;employment;NA;NA;good;yes;supportive;active;fair;no_conflict;worse;economy;livelihoods;health;emotional health;NA;NA;mpa
Southwest;Andravona;20;49;middle_school_completed;traditionnelle;yes;male;0;2;fish_trading;no;2;about_half_half;trust_more_people;distrust_more_people;trust_more_people;trust_more_people;economy;livelihoods;economy;economic wealth;good;yes;supportive;active;fair;no_conflict;better;economy;economic wealth;economy;economic wealth;NA;NA;mpa
Southwest;Andravona;18;18;some_middle_school;Catholic;yes;female;1;1;fish_trading;no;1;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_all;health;food security;NA;NA;good;yes;supportive;active;fair;no_conflict;worse;NA;NA;NA;NA;NA;NA;mpa
Southwest;Andravona;20;49;middle_school_completed;traditionnelle;yes;male;0;2;fish_trading;no;2;about_half_half;trust_more_people;distrust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;good;yes;supportive;active;fair;no_conflict;better;NA;NA;economy;livelihoods;NA;NA;mpa
Northwest;Andravorogna;12;36;NA;NA;yes;female;2;2;fish_trading;no;1;NA;NA;NA;NA;NA;economy;livelihoods;NA;NA;very_good;yes;supportive;not_involved;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Andravorogna;12;36;NA;NA;yes;female;2;2;fish_trading;no;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;very_good;yes;supportive;not_involved;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Southwest;Bekodoy;36;36;primary_completed;Protestant;no;female;3;8;fish_trading;no;2;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;health;food security;NA;NA;neutral;yes;supportive;not_involved;fair;no_conflict;a_lot_worse;economy;employment;NA;NA;NA;NA;mpa
Southwest;Bekodoy;34;34;some_primary;Protestant;yes;female;0;3;fish_trading;no;1;about_half_half;trust_all;trust_more_people;trust_more_people;about_half_half;NA;NA;NA;NA;NA;NA;supportive;active;fair;no_conflict;worse;health;connection to nature;health;food security;NA;NA;mpa
Southwest;Bekodoy;36;36;primary_completed;Protestant;no;female;3;8;fish_trading;no;2;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;neutral;yes;supportive;not_involved;fair;no_conflict;a_lot_worse;NA;NA;NA;NA;NA;NA;mpa
Southwest;Bekodoy;34;34;some_primary;Protestant;yes;female;0;3;fish_trading;no;1;about_half_half;trust_all;trust_more_people;trust_more_people;about_half_half;NA;NA;NA;NA;NA;NA;supportive;active;fair;no_conflict;worse;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marotogny;3;37;some_middle_school;Catholic;no;female;1;4;fish_trading;no;2;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;active;very_fair;no_conflict;better;health;emotional health;NA;NA;NA;NA;mpa
Northwest;Marotogny;1;40;some_middle_school;Muslim;yes;female;NA;2;fish_trading;no;1;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;passive;very_fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marotogny;NA;32;some_primary;NA;yes;female;NA;3;fish_trading;no;2;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;active;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marotogny;3;37;some_middle_school;Catholic;no;female;1;4;fish_trading;no;2;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;active;very_fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marotogny;1;40;some_middle_school;Muslim;yes;female;NA;2;fish_trading;no;1;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;passive;very_fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marotogny;NA;32;some_primary;NA;yes;female;NA;3;fish_trading;no;2;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;active;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Ratapenjke;25;25;some_middle_school;none;yes;female;1;2;fish_trading;no;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;neutral;passive;don_t_know;no_conflict;better;social;social capital and cohesion;economy;material wealth;NA;NA;mpa
Northwest;Ratapenjke;25;25;some_middle_school;none;yes;female;1;2;fish_trading;no;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;neutral;passive;don_t_know;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Southwest;Salary nord 1;41;51;middle_school_completed;NA;yes;male;0;4;fish_trading;no;1;trust_all;trust_all;trust_all;trust_all;trust_all;health;food security;economy;economic wealth;neutral;yes;supportive;passive;don_t_know;don_t_know;a_lot_worse;health;connection to nature;NA;NA;NA;NA;mpa
Southwest;Salary nord 1;31;31;NA;Protestant;no;female;3;3;fish_trading;no;2;trust_more_people;not_at_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;neutral;yes;very_supportive;passive;very_fair;no_conflict;better;health;emotional health;health;emotional health;NA;NA;mpa
Southwest;Salary nord 1;41;51;middle_school_completed;NA;yes;male;0;4;fish_trading;no;1;trust_all;trust_all;trust_all;trust_all;trust_all;governance;rights and access;governance;rights and access;neutral;yes;supportive;passive;don_t_know;don_t_know;a_lot_worse;NA;NA;NA;NA;NA;NA;mpa
Southwest;Salary nord 1;31;31;NA;Protestant;no;female;3;3;fish_trading;no;2;trust_more_people;not_at_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;neutral;yes;very_supportive;passive;very_fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Southwest;Tsandamba;12;47;secondary_completed;Catholic;no;female;0;4;fish_trading;no;3;about_half_half;trust_more_people;about_half_half;trust_more_people;trust_more_people;economy;economic wealth;NA;NA;good;yes;supportive;not_involved;unfair;more_than_once_year;better;economy;economic wealth;economy;livelihoods;health;food security;mpa
Southwest;Tsandamba;2;31;primary_completed;Catholic;yes;male;NA;7;fish_trading;no;3;trust_all;trust_all;trust_more_people;trust_more_people;trust_more_people;health;food security;NA;NA;good;yes;supportive;not_involved;don_t_know;don_t_know;no_change;NA;NA;NA;NA;NA;NA;mpa
Southwest;Tsandamba;12;47;secondary_completed;Catholic;no;female;0;4;fish_trading;no;3;about_half_half;trust_more_people;about_half_half;trust_more_people;trust_more_people;economy;livelihoods;NA;NA;good;yes;supportive;not_involved;unfair;more_than_once_year;better;NA;NA;NA;NA;NA;NA;mpa
Southwest;Tsandamba;2;31;primary_completed;Catholic;yes;male;NA;7;fish_trading;no;3;trust_all;trust_all;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;good;yes;supportive;not_involved;don_t_know;don_t_know;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amparamilay;20;32;NA;Muslim;yes;male;0;8;fishing_gleaning;yes;2;NA;NA;NA;NA;NA;NA;NA;economy;livelihoods;bad;yes;supportive;active;unfair;no_conflict;worse;economy;livelihoods;NA;NA;NA;NA;mpa
Northwest;Amparamilay;12;27;primary_completed;none;no;female;0;4;fishing_gleaning;yes;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;unsupportive;not_involved;unfair;no_conflict;worse;economy;livelihoods;cultural;NA;NA;NA;mpa
Northwest;Amparamilay;19;19;some_middle_school;Muslim;no;male;0;6;fishing_gleaning;yes;2;trust_all;trust_all;trust_all;about_half_half;about_half_half;NA;NA;NA;NA;neutral;no;very_supportive;passive;fair;no_conflict;better;economy;livelihoods;economy;economic wealth;NA;NA;mpa
Northwest;Amparamilay;3;48;some_primary;Muslim;yes;female;1;6;fishing_gleaning;yes;4;trust_more_people;trust_more_people;about_half_half;trust_more_people;trust_more_people;NA;NA;NA;NA;neutral;no;supportive;not_involved;fair;no_conflict;better;economy;economic wealth;economy;economic wealth;health;food security;mpa
Northwest;Amparamilay;34;34;NA;Muslim;yes;male;0;8;fishing_gleaning;yes;3;trust_all;trust_all;NA;trust_more_people;trust_more_people;NA;NA;NA;NA;NA;NA;supportive;not_involved;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amparamilay;1;19;some_middle_school;Muslim;yes;male;NA;1;fishing_gleaning;yes;1;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;not_involved;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amparamilay;17;17;some_middle_school;none;yes;male;NA;1;fishing_gleaning;yes;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;neutral;not_involved;don_t_know;no_conflict;better;NA;NA;economy;employment;NA;NA;mpa
Northwest;Amparamilay;20;29;NA;Muslim;yes;male;0;3;fishing_gleaning;yes;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;very_good;yes;very_supportive;active;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amparamilay;NA;20;primary_completed;Muslim;NA;male;NA;1;fishing_gleaning;yes;1;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;very_supportive;active;fair;no_conflict;better;social;social capital and cohesion;economy;economic wealth;NA;NA;mpa
Northwest;Amparamilay;20;32;NA;Muslim;yes;male;0;8;fishing_gleaning;yes;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;bad;yes;supportive;active;unfair;no_conflict;worse;health;food security;NA;NA;NA;NA;mpa
Northwest;Amparamilay;12;27;primary_completed;none;no;female;0;4;fishing_gleaning;yes;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;unsupportive;not_involved;unfair;no_conflict;worse;health;food security;NA;NA;NA;NA;mpa
Northwest;Amparamilay;19;19;some_middle_school;Muslim;no;male;0;6;fishing_gleaning;yes;2;trust_all;trust_all;trust_all;about_half_half;about_half_half;NA;NA;NA;NA;neutral;no;very_supportive;passive;fair;no_conflict;better;health;food security;NA;NA;NA;NA;mpa
Northwest;Amparamilay;3;48;some_primary;Muslim;yes;female;1;6;fishing_gleaning;yes;4;trust_more_people;trust_more_people;about_half_half;trust_more_people;trust_more_people;NA;NA;NA;NA;neutral;no;supportive;not_involved;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amparamilay;34;34;NA;Muslim;yes;male;0;8;fishing_gleaning;yes;3;trust_all;trust_all;NA;trust_more_people;trust_more_people;NA;NA;NA;NA;NA;NA;supportive;not_involved;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amparamilay;1;19;some_middle_school;Muslim;yes;male;NA;1;fishing_gleaning;yes;1;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;not_involved;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amparamilay;17;17;some_middle_school;none;yes;male;NA;1;fishing_gleaning;yes;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;neutral;not_involved;don_t_know;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amparamilay;20;29;NA;Muslim;yes;male;0;3;fishing_gleaning;yes;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;very_good;yes;very_supportive;active;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amparamilay;NA;20;primary_completed;Muslim;NA;male;NA;1;fishing_gleaning;yes;1;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;very_supportive;active;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;6;38;NA;none;yes;male;NA;6;fishing_gleaning;yes;2;trust_all;trust_all;trust_all;trust_all;trust_all;social;education and knowledge;NA;NA;good;yes;supportive;passive;fair;no_conflict;worse;economy;livelihoods;NA;NA;NA;NA;mpa
Northwest;Amporaha;4;41;middle_school_completed;Muslim;yes;male;1;4;fishing_gleaning;yes;2;NA;NA;NA;NA;NA;economy;livelihoods;NA;NA;good;yes;supportive;active;fair;no_conflict;better;economy;economic wealth;health;food security;NA;NA;mpa
Northwest;Amporaha;3;38;some_middle_school;Protestant;no;female;1;2;fishing_gleaning;yes;2;distrust_more_people;trust_all;NA;trust_all;trust_all;NA;NA;NA;NA;neutral;no;supportive;not_involved;don_t_know;more_than_once_year;better;economy;livelihoods;economy;economic wealth;NA;NA;mpa
Northwest;Amporaha;20;34;some_middle_school;Muslim;no;female;1;5;fishing_gleaning;yes;2;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;active;fair;no_conflict;a_lot_better;economy;material wealth;NA;NA;NA;NA;mpa
Northwest;Amporaha;NA;34;some_middle_school;Muslim;no;female;NA;5;fishing_gleaning;yes;2;NA;NA;trust_all;NA;NA;economy;livelihoods;NA;NA;good;yes;supportive;active;fair;no_conflict;better;health;emotional health;NA;NA;NA;NA;mpa
Northwest;Amporaha;8;28;some_middle_school;NA;yes;male;NA;3;fishing_gleaning;yes;2;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;active;very_fair;no_conflict;better;health;emotional health;NA;NA;NA;NA;mpa
Northwest;Amporaha;14;36;primary_completed;Catholic;no;female;1;6;fishing_gleaning;yes;2;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;very_supportive;active;very_fair;no_conflict;a_lot_better;health;food security;NA;NA;NA;NA;mpa
Northwest;Amporaha;18;28;some_middle_school;none;no;male;NA;8;fishing_gleaning;yes;2;trust_more_people;trust_more_people;NA;trust_more_people;trust_more_people;NA;NA;NA;NA;NA;no;supportive;not_involved;don_t_know;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;25;25;some_primary;none;yes;male;0;3;fishing_gleaning;yes;2;NA;NA;about_half_half;NA;NA;NA;NA;NA;NA;NA;no;supportive;active;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;22;41;primary_completed;Muslim;yes;male;0;5;fishing_gleaning;yes;2;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;22;41;primary_completed;Muslim;yes;male;0;5;fishing_gleaning;yes;2;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;2;18;some_secondary;Muslim;yes;male;1;6;fishing_gleaning;yes;2;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;42;42;some_primary;NA;yes;male;NA;1;fishing_gleaning;yes;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;6;38;NA;none;yes;male;NA;6;fishing_gleaning;yes;2;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;good;yes;supportive;passive;fair;no_conflict;worse;health;food security;NA;NA;NA;NA;mpa
Northwest;Amporaha;4;41;middle_school_completed;Muslim;yes;male;1;4;fishing_gleaning;yes;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;good;yes;supportive;active;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;3;38;some_middle_school;Protestant;no;female;1;2;fishing_gleaning;yes;2;distrust_more_people;trust_all;NA;trust_all;trust_all;NA;NA;NA;NA;neutral;no;supportive;not_involved;don_t_know;more_than_once_year;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;20;34;some_middle_school;Muslim;no;female;1;5;fishing_gleaning;yes;2;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;active;fair;no_conflict;a_lot_better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;NA;34;some_middle_school;Muslim;no;female;NA;5;fishing_gleaning;yes;2;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;good;yes;supportive;active;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;8;28;some_middle_school;NA;yes;male;NA;3;fishing_gleaning;yes;2;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;active;very_fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;14;36;primary_completed;Catholic;no;female;1;6;fishing_gleaning;yes;2;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;very_supportive;active;very_fair;no_conflict;a_lot_better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;18;28;some_middle_school;none;no;male;NA;8;fishing_gleaning;yes;2;trust_more_people;trust_more_people;NA;trust_more_people;trust_more_people;NA;NA;NA;NA;NA;no;supportive;not_involved;don_t_know;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;25;25;some_primary;none;yes;male;0;3;fishing_gleaning;yes;2;NA;NA;about_half_half;NA;NA;NA;NA;NA;NA;NA;no;supportive;active;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;22;41;primary_completed;Muslim;yes;male;0;5;fishing_gleaning;yes;2;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;22;41;primary_completed;Muslim;yes;male;0;5;fishing_gleaning;yes;2;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;2;18;some_secondary;Muslim;yes;male;1;6;fishing_gleaning;yes;2;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;42;42;some_primary;NA;yes;male;NA;1;fishing_gleaning;yes;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Southwest;Andravona;9;32;some_primary;Catholic;no;female;1;5;fishing_gleaning;yes;2;trust_more_people;about_half_half;trust_more_people;trust_more_people;about_half_half;economic;livelihoods;NA;NA;very_good;yes;very_supportive;not_involved;fair;no_conflict;better;economy;employment;NA;NA;NA;NA;mpa
Southwest;Andravona;25;50;some_primary;Catholic;yes;male;1;7;fishing_gleaning;yes;1;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_all;economy;livelihoods;economy;economic wealth;neutral;yes;supportive;active;fair;less_than_once_year;worse;economy;livelihoods;economy;employment;NA;NA;mpa
Southwest;Andravona;32;32;some_secondary;Protestant;yes;male;NA;8;fishing_gleaning;yes;1;distrust_more_people;trust_all;trust_more_people;trust_more_people;trust_all;economy;livelihoods;NA;NA;neutral;yes;supportive;active;fair;daily;worse;economy;livelihoods;NA;NA;economic;employment;mpa
