respondent_id;country.x;seascape;province;district;village;survey_date;interviewer_NAme;where_from;years_village;age;education_level;clan;religion;marital_status;hh_head;gender;social_network;group_hh_size.adult_males;group_hh_size.adult_females;group_hh_size.male_children;group_hh_size.female_children;group_hh_size.children;group_hh_size.total;primary_livelihood;fishing_primary_livelihood;num_livelihoods_resp;num_livelihoods_hh;fishing_identity;fishing_gears_diversity;gear_rank;catch_normal_day;catch_units;catch_notes;effort_normal_day;cpue;value_normal_day;toUSd2016rate;value_normal_day_USd;num_crew;percent_catch_eat;percent_catch_sell;percent_catch_giveaway;capacity_change.keep_fishing;capacity_change.fish_more;capacity_change.change_grounds;capacity_change.change_gear;capacity_change.fish_less;capacity_change.stop_fishing;capacity_change.other;capacity_change_other;dependence_local_seafood;perception_resource_change;perception_resource_change_describe;perception_resource_change_2;perception_resource_change_describe_2_fra;perception_resource_change_describe_2_eng;human_actions_agency;human_agency;trust_community;trust_village_leaders;trust_mgmt;trust_NGOs;trust_government;rules.places_description;rules.gears_description;rules.times_description;rules.species_description;rules.other_description;rules.places_rule_origin;rules.gears_rule_origin;rules.times_rule_origin;rules.species_rule_origin;rules.other_rule_origin;rules.places_who_created_rules_other;rules.gears_who_created_rules_other;rules.times_who_created_rules_other;rules.species_who_created_rules_other;rules.other_who_created_rules_other;rules.places_poaching_level;rules.gears_poaching_level;rules.times_poaching_level;rules.species_poaching_level;rules.other_poaching_level;mgmt_community.effect_yn;mgmt_community.benefits;mgmt_community.effect_yn_2;mgmt_community.benefits_fra;mgmt_community.benefits_eng;mgmt_community.costs;mgmt_community.costs_fra;mgmt_community.costs_eng;mgmt_community.impact;mgmt_personal.effect_yn;mgmt_personal.benefits;mgmt_personal.effect_yn_2;mgmt_personal.benefits_fra;mgmt_personal.benefits_eng;mgmt_personal.costs;mgmt_personal.costs_fra;mgmt_personal.costs_eng;mgmt_personal.impact;mgmt_who_most_positively;mgmt_who_most_negatively;mgmt_fairness;why_mgmt_fairness;mgmt_effect_catch;mgmt_effect_effort;mgmt_effect_reliability;mgmt_support;why_mgmt_support;participation;political_efficacy;fairness_decision_making;why_fairness_decision_making;conflict_frequency;conflict_frequency_explain;life_satisfaction;life_satisfaction_causes_1;life_satisfaction_2;life_satisfaction_causes_1_fra;life_satisfaction_causes_1_eng;life_satisfaction_causes_1_domain_1;life_satisfaction_causes_1_domain_2;life_satisfaction_causes_1_category_1;life_satisfaction_causes_1_category_2;life_satisfaction_causes_2;life_satisfaction_causes_2_fra;life_satisfaction_causes_2_eng;life_satisfaction_causes_2_domain_1;life_satisfaction_causes_2_domain_2;life_satisfaction_causes_2_category_1;life_satisfaction_causes_2_category_2;life_satisfaction_causes_3;life_satisfaction_causes_3_fra;life_satisfaction_causes_3_eng;life_satisfaction_causes_3_domain_1;life_satisfaction_causes_3_domain_2;life_satisfaction_causes_3_category_1;life_satisfaction_causes_23_category_2;leaving_feeling;capacity_change;capacity_change.b;aXIS_1;aXIS_2;aXIS_3;aXIS_4;aXIS_5;assets.how_many_cooking_pots;assets.how_many_radios;assets.how_many_dvd;assets.how_many_mattresses;assets.how_many_mobile_phones;assets.how_many_smartphone;assets.how_many_indoor_toilets;assets.how_many_electric_fan.1;assets.how_many_piped_water;assets.how_many_washing_machines;assets.how_many_computers;assets.how_many_electric_refrigerators;assets.how_many_goats;assets.how_many_televisions;assets.how_many_satellite_dishs;assets.running_water;roof_material.2;wall_material.2;floor_material.2;electricity.2;boat.2;toilets.2;mode_transport.2;country.y;Num_Infrast
1017;Madagascar;Southwest;Soariake;Tulear 2;Ambatomilo;07/12/2016;Felicien;this_district;16;35;NA;Vezo;Catholic;married;no;female;NA;1;1;5;1;6;8;fishing_gleaning;yes;2;2;somewhat_disagree;4;mesh_gill_net_below5;20;kgs;NA;6;NA;1,00E+05;3137.618;31.87131129;1;10;90;NA;false;false;false;true;false;false;false;NA;once_per_day;decreasing;activite a la mer tous les jours;decreasing;activite a la mer tous les jours;daily marine activity;yes;faire un reserve;about_half_half;trust_more_people;trust_more_people;trust_more_people;about_half_half;reserve temporaire;mousticquaire, fer (valibato);ete: fermeture de poulpe et de langouste;baleine, tortue marine, mammifere marin;NA;NGO;NGO;NGO;NGO;NA;NA;NA;NA;NA;NA;no_one;no_one;no_one;no_one;NA;yes;nous obtenons beaucoup de poisson a l'ouverture de la reserve;yes;beaucoup de poissons lors de l'ouverture de la reserve;many fish during the fishing season in the reserve;NA;NA;NA;very_good;yes;c'est pour le bien de la population sur les ressources marines, permet de laisser croitre les poissons et les poulpes;yes;c'est pour le bien de la population sur les ressources marines, permet de laisser croitre les poissons et les poulpes;it is for the good of the population, it allows fish and octopus to grow;NA;NA;NA;very_good;la population;NA;fair;aucune distinction;somewhat_more;neither;somewhat_more_reliable;supportive;augmente les ressources marines;not_involved;somewhat_disagree;don_t_know;NA;less_than_once_year;NA;no_change;NA;no_change;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;neither;change_gear;yes;-0.0737093120382848;0.132014904216298;0.0787491101245628;0.0268085486606233;0.0668435938695634;>1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;no;thach;wood;wood;solar;no_motor;no_toilet;no_transport;Madagascar;7
529;Madagascar;Southwest;Soariake;Tulear 2;Tsandamba;09/12/2016;Felicien;this_village;NA;35;some_primary;Vezo;Protestant;divorced;yes;female;NA;NA;1;2;NA;#VALEUR!;3;fishing_gleaning;yes;1;1;strongly_disagree;1;hand_spear;5;kgs;NA;4;NA;10000;3137.618;3.187131129;NA;NA;100;NA;false;false;false;false;true;false;false;NA;more_than_once_week;decreasing;la peche est faite depuis tres longtemps que les poissons ne peuvent plus supporter;decreasing;la peche est faite depuis tres longtemps que les poissons ne peuvent plus supporter;fishermen have been fishing for a long time putting a big pressure on fish;NA;reserve;trust_more_people;trust_more_people;trust_more_people;trust_more_people;about_half_half;reserve temporaire;senne de plage, valibato;dec naJan: fermeture langouste;tortue marine;NA;NGO;other;other;other;NA;NA;peche;peche;peche;NA;a_few;a_few;a_few;a_few;NA;yes;nous partons aussi a l'ouverture de la reserve et peut capturer de gros poulpe;yes;capture de gros poissons lors de l'ouverture de la reserve;big fish catch during the fishing season in the reserve;NA;NA;NA;good;yes;conservation dans la reserve;yes;conservation pendant le reserve;conservation in the reserve;le reserve n'est pas tres bien garde et l'existance de voleur n'est pas bien pour la population;reserve pas tres bien garde et existence de voleurs pas bien pour la population;theves causing problem for the population, the reserve is not well guarded;good;la population;les utilisateurs de senne de plage et les pecheurs de tortue marine, leurs activites sont perturbes;unfair;ceux qui ont de pirogue a beacoup plus d'avantage;somewhat_more;neither;no_change;supportive;pour la preservation des poulpes;passive;somewhat_disagree;don_t_know;NA;don_t_know;NA;no_change;NA;no_change;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;neither;fish_less;yes;-0.165862118222532;-0.0301081240344186;-0.00830335289984606;-0.00975558581350367;-0.103885161179217;>1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;thach;thach;dirt;petrol;no_boat;no_toilet;no_transport;Madagascar;8
471;Madagascar;Northwest;Nord-Ouest/Nosy be;Nosy be;Anjiabe;05/12/2016;Ravelontsaina Daniel;this_village;35;35;some_primary;Sakalava;Catholic;divorced;yes;male;NA;1;0;0;0;0;1;fishing_gleaning;yes;2;2;somewhat_agree;1;mesh_gill_net_above5;20;bundles;20;6;NA;1,00E+05;3137.618;31.87131129;2;10;80;10;true;false;false;false;false;false;false;NA;more_than_once_week;decreasing;car le nombre des gens qui tue le poisson augmente;decreasing;augmentation du nombre de pecheurs;increase in the number of fishermen;yes;instaurer une periode fermeture;trust_all;trust_all;trust_all;trust_all;trust_all;Fokontany tamotamo;Kaokobe;non;andrevaka;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;keep_fishing;no;-0.114121239833788;0.0407356443867904;-0.0285313343540916;0.0905167011006458;-0.0802486779537628;>1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;no;thach;thach;wood;battery;no_boat;no_toilet;no_transport;Madagascar;9
961;Madagascar;Northwest;Nord-Ouest/Nosy be;Nosy be;Anjiabe;05/12/2016;Ravelontsaina Daniel;this_village;35;35;some_primary;anjoaty;none;married;yes;male;0;1;1;0;4;4;6;fishing_gleaning;yes;2;2;strongly_agree;1;mesh_gill_net_above5;100;bundles;100;8;NA;2,00E+05;3137.618;63.74262259;2;20;70;10;false;false;true;false;false;false;false;NA;more_than_once_week;decreasing;le taux de possession de filet augmente;decreasing;augmentation du nombre de personnes possdant un filet;increase in number of people who have nets;yes;instauration de periode de fermeture;trust_all;trust_all;about_half_half;distrust_more_people;distrust_more_people;anabon'ny horoko;crevette;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;change_grounds;yes;-0.0901280548589698;-0.0167285883830051;-0.000176561797726155;0.00641662344934155;-0.113332919841835;>1;0;0;>1;0;0;0;0;0;0;0;0;0;0;0;no;thach;thach;wood;none;no_boat;no_toilet;no_transport;Madagascar;9
1450;Madagascar;Northeast;Mananara Nord;Mananara Nord;Malotrandro;12/12/2016;Jules Sapita Jean;NA;19;35;some_primary;betsimisaraka;NA;married;no;female;1;NA;NA;NA;NA;#VALEUR!;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;3137.618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.092630616812888;-0.0996284482303642;0.0890709912151696;-0.0614172872167887;0.0160258560427591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;Madagascar;4
912;Madagascar;Northeast;Mananara Nord;Mananara Nord;imorona centre;16/12/2016;Jules Sapita Justin;this_village;35;35;some_primary;betsimisaraka;FJKM;married;yes;male;2;2;1;2;1;3;6;NA;no;3;3;NA;2;NA;7;kgs;NA;7;NA;18000;3137.618;5.736836033;1;0.5;99;0.5;false;false;true;false;false;false;false;NA;more_than_once_week;increasing;depuis qu'il y a la reserve;increasing;existence de la reserve;reserve;yes;respecter la discipline sur la reserve;about_half_half;about_half_half;trust_more_people;trust_more_people;trust_more_people;ankoalafisaka;filet a 1doigt,senne de plage,moustiquaire;NA;langouste,tortue marine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;change_grounds;yes;0.125316814357837;-0.0251329292351654;0.00839724295149453;0.137362737142475;0.0800985342672556;>1;1;0;>1;1;0;0;0;0;0;0;0;1;0;0;yes;metal;thach;dirt;solar;no_boat;NA;bicycle;Madagascar;10
537;Madagascar;Northwest;Nosy be;Nosy be;Sakatia;13/12/2016;RalaIbozaka Herilala Paul;this_country;9;35;NA;antanosy;NA;married;yes;male;2;1;1;1;4;5;7;NA;no;1;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;3137.618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;once_per_day;decreasing_a_lot;le prix du poisson a augmenter;decreasing_a_lot;augmentation du prix du poisson;raise of fish prices;;;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.162002503788931;0.113570968163383;0.0347590530818165;0.035416043806333;-0.135086608859543;>1;1;1;>1;0;0;0;0;0;0;0;0;0;1;0;yes;metal;thach;wood;NA;no_boat;no_toilet;no_transport;Madagascar;8
1368;Madagascar;Southwest;Morombe;Tulear 2;Ambatomilo;06/12/2016;Laurence Hubertine;this_village;35;35;some_primary;Vezo;Catholic;married;yes;male;NA;1;1;1;1;2;4;aquaculture;yes;3;3;somewhat_disagree;2;mesh_gill_net_below5;20;kgs;NA;5;NA;50000;3137.618;15.93565565;3;15;85;NA;false;false;true;false;false;false;false;NA;more_than_once_day;decreasing;beaucoup de pecheur;decreasing;beaucoup de pecheurs;lots of fishermen;yes;reserve;distrust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;reserve temporaire=ambatomanoko;peche au poison, senne de plage;novembre a fevrier= langouste, sardinne, thon;baleine, tortue de mer, dauphin, sardinne;NA;fishers_local_users and NGO;NGO and government;NGO and government;NGO and government;NA;NA;NA;NA;NA;rien;no_one;no_one;no_one;no_one;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;no;NA;NA;NA;NA;NA;NA;collecteur et pecheur= beaucoup de produits;personne qui pas aller a la mer;fair;association;somewhat_less;harder;no_change;unsupportive;le reserve se derange la vie;passive;somewhat_disagree;fair;declare la vie;no_conflict;NA;worse;pas de produits de mer;worse;pas de produit;no marine products;health;NA;food security;NA;le reserve se derange la vie;le reserve se derange la vie;the reserve disturbs our life;governance;NA;local institutions;NA;NA;NA;NA;NA;NA;NA;NA;neither;change_grounds;yes;-0.155445099842951;0.00712055722775314;0.0440766270090475;-0.175745848241738;0.0144914252746786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;thach;wood;cement;NA;no_motor;no_toilet;no_transport;Madagascar;7
395;Madagascar;Northeast;Maroantsetra;Maroantsetra;Nandrahanana;29/11/2016;Velonjara Alain Bruni;this_village;35;35;some_primary;betsimisaraka;Catholic;married;yes;male;2;1;1;0;0;0;2;farming;no;3;3;NA;0;NA;NA;NA;NA;NA;NA;NA;3137.618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;more_than_once_week;increasing;interdire l'ultilisation des senne de plage et de filet a petite maille;increasing;existence de gestion des techniques peche (interdiction de filets et sennes a petites mailles);there is a management of fishing techniques (small mesh nets and purse seines are forbidden);yes;inetrdire l'utilisation de senne de plage;NA;NA;NA;NA;NA;rien;senne de plage;periode de fermerture mois de juin et juillet;tortue marine,requin,langoustes;NA;NA;fishers_local_users and NGO;NGO and government;fishers_local_users and NGO;NA;NA;NA;NA;NA;NA;NA;dont_know;dont_know;a_few;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;no;NA;NA;NA;NA;NA;NA;je ne sais pas;il n'y a pas encore de gestion;NA;NA;NA;NA;NA;supportive;il parrait que cela apporte beaucoup de changement;active;somewhat_agree;fair;NA;no_conflict;NA;better;le prix de produits ont augmenter;better;le prix de produits ont augmenter;raise of products prices;health;NA;food security;NA;nous avons une petite epargne;epargnes;saving;economic;NA;economic wealth;NA;NA;NA;NA;NA;NA;NA;NA;sad;NA;NA;0.00699148475245518;0.103429576859768;0.024631026173625;0.112311917759866;-0.0737858008242808;>1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;yes;thach;thach;thach;solar;no_boat;no_toilet;no_transport;Madagascar;2
1247;Madagascar;Northeast;Mananara Nord;Mananara Nord;Malotrandro;10/12/2016;Jules Sapita Jean;this_village;35;35;some_middle_school;antenosy;Catholic;married;yes;male;3;1;1;2;1;3;5;NA;no;2;NA;neither;2;spear_gun;9;kgs;NA;2;NA;24000;3137.618;7.649114711;NA;1;98;1;false;false;false;true;false;false;false;NA;more_than_once_week;decreasing;le nombre des pecheurs augmente;decreasing;augmentation du nombre de pecheurs;increase in the number of fishermen;yes;renforcer la gestion de la reserve;NA;NA;trust_more_people;NA;NA;antazoalava;barre a mine,senne de plage,barrage;NA;requin,tortu de mer;NA;fishers_local_users and NGO;fishers_local_users and NGO;NA;fishers_local_users and NGO;NA;NA;NA;NA;NA;NA;no_one;no_one;NA;no_one;NA;no;NA;no;NA;NA;NA;NA;NA;NA;no;l'association a une source d'argent;no;association a une source d'argent;the NGO has a source of money ;rien;aucun;none;good;tout le monde a recue sa part d'avantag;rien;very_fair;NA;a_lot_more;neither;somewhat_more_reliable;very_supportive;la populatio y voit beaucoup d'interet,on a pu preserver nos reserves;active;somewhat_disagree;very_fair;NA;no_conflict;NA;better;pas de problemes de nourritures;better;pas de problemes de nourritures;no problem with food;health;NA;food security;NA;mes enfants on pu faire ses etudes;scolarisation des enfants;children school enrolment;social;NA;education and knowledge;NA;moi et mon mari s'attende a merveille;respect conjugal;respect between me and my partner;social;NA;social capital and cohesion;NA;very_sad;change_gear;yes;0.109832338727479;0.0131220182471809;-0.0351244638677664;0.0561356513293978;0.0460805155706257;>1;1;0;>1;1;0;0;0;0;0;0;0;0;0;0;yes;tile;thach;cement;solar;no_boat;NA;NA;Madagascar;4
1509;Madagascar;Northwest;Ambilobe;Ambilobe;Ratapenjke;26/11/2016;Ravelontsaina Daniel;coastal_area_other;3;35;middle_school_completed;antemoro;anglikany;married;yes;female;1;1;1;0;0;0;2;Hotel tsarabanjiNA;no;3;3;strongly_agree;0;NA;NA;NA;NA;NA;NA;NA;3137.618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;more_than_once_week;decreasing;avant il n'etaist pas comme ca;decreasing;avant il n'etait pas comme ca;it wasn't like this before;yes;Ne sais pas;NA;NA;trust_all;NA;NA;non;Plongee a bouteille;non;Tortue de mer;NA;NA;fishers_local_users and NGO and government;NA;fishers_local_users and NGO and government;NA;NA;NA;NA;NA;NA;NA;no_one;NA;no_one;NA;yes;les produits sont des source de l'argent pour la communaute;yes;apport d'argent grace aux produits vendus;money income thanks to sold products;ils ne sont pas de la meme avis;ils ne sont pas du meme avis;they don't share the same opinion;good;yes;protection des produits de la mer;yes;protection des produits de la mer;protection of seafood;gestion trasparent des produits;gestion trasparent des produits;transparent management;good;les pecheurs car c'est eux qui travaillent dans la mer;Ne sais pas;neither;Ne sais pas;somewhat_more;much_easier;a_lot_more_reliable;very_supportive;la protection des produits c'est pour pouvoir envisager une avenir meilleur pour nos enfants;active;somewhat_agree;very_fair;decision juste et equitable;no_conflict;NA;better;une maison qui m'appartient;better;une maison qui m'appartient;I own a house;economic;NA;material wealth;;ouvrir une poissonnerie;ouvrir une poissonnerie;we opened a fish shop;economic;NA;employment;NA;champ de culture de riz;champ de culture de riz;rice culture;health;NA;food security;NA;very_sad;NA;NA;0.00122921918245629;0.0793291432560614;-0.0519188649903985;0.0946308311120908;0.034234494561134;>1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;yes;thach;thach;cement;solar;no_boat;no_toilet;no_transport;Madagascar;4
1400;Madagascar;Northeast;Maroantsetra;Maroantsetra;Rantohely Secteur;25/11/2016;Jean Zola;this_district;19;35;some_primary;betsimisaraka;FJKM;married;no;female;1;1;1;3;NA;#VALEUR!;5;commissioNAire;no;2;2;NA;0;NA;NA;NA;NA;NA;NA;NA;3137.618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;more_than_once_week;NA;NA;NA;NA;NA;yes;ameliorer la gestion des ressources marine;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_all;NA;senne de plage;NA;tortue de mer;NA;NA;NGO and government;NA;government;NA;NA;NA;NA;NA;NA;NA;no_one;NA;no_one;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;no;NA;NA;NA;NA;NA;NA;les pecheurs et les habitants du village;NA;neither;NA;somewhat_more;easier;NA;supportive;pour que les poissons puissnet se procreer;not_involved;somewhat_disagree;fair;NA;no_conflict;NA;better;materiel quotidien;better;materiel quotidien;gears;economic;NA;material wealth;;on a peu de culture;peu de culture;not much crop ;economic;NA;livelihoods;NA;on a eu des enfants;on a eu des enfants;we got children;social;;social capital and cohesion;;very_sad;NA;NA;0.106026652440403;-0.0193344719985109;0.150764304251729;-0.0247320019273328;-0.0410481262886146;>1;0;0;>1;>1;0;0;0;0;0;0;0;>1;0;0;no;metal;wood;wood;solar;no_boat;NA;NA;Madagascar;5
207;Madagascar;Northeast;Maroantsetra;Maroantsetra;Maintimbato;03/12/2016;Veloson Kalo;coastal_area_other;17;35;some_primary;betsimisaraka;FJKM;married;no;female;2;3;2;2;1;3;8;farming;no;2;2;NA;0;NA;NA;NA;NA;NA;NA;NA;3137.618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;more_than_once_week;no_change;les consommateurs augmente;decreasing;augmentation du nombre de consommateurs;increase in consumers number;yes;interdire l'utilisation des sennes de plage et de filet a petite maille;NA;NA;about_half_half;NA;NA;ambatoingegny , parks;senne de plage,moustiquaire,filet a petite maille;mauvais temps;tortue marine,requin, langouste;NA;fishers_local_users and NGO and government;fishers_local_users and NGO and government;fishers_local_users and government;NGO and government;NA;NA;NA;NA;NA;NA;dont_know;dont_know;dont_know;dont_know;NA;NA;NA;NA;NA;NA;le prix ne correspond pas a notre pouvoir d'achat;le prix ne correspond pas a notre pouvoir d'achat;the price doesn't match with our buying power;NA;yes;il n'y en a pas trop car le prix du poisson n'est pas a la porter des consommateurs;yes;peu de benefices car le prix du poisson n'est pas abordable pour les consommateurs;few benefit because fish price isn't affordable for consummers;le prix est chere et ne repond pas a la besoin des consommateurs;prix est cher et ne repond pas au besoin des consommateurs;price is high and does not answer the needs of  consumers;neutral;les membres de l'association car ils gagnent de l'argent;le fokonolona car le prix n'est pas a la porter de tout le monde;unfair;seule les membres ont des avantages;somewhat_more;don_t_know;somewhat_less_reliable;supportive;ici la gestion est bonne;passive;somewhat_agree;unfair;seule les membres ont des avantages;more_than_once_year;NA;better;les enfants etudie comme il se doit;better;les enfants etudie comme il se doit;children are going to school;social;NA;education and knowledge;;rehabiliter notre maison;rehabiliter notre maison;house restoration;economic;NA;material wealth;NA;une petite epargnes;une petite epargnes;we have little saving;economic;NA;economic wealth;NA;sad;NA;NA;0.399719784843413;-0.0041523080631531;0.05911039729695;0.0674668727467877;-0.033921705863359;>1;1;1;>1;>1;0;0;0;0;0;0;0;0;1;1;yes;metal;wood;wood;solar;no_boat;latrine;motorcycle;Madagascar;4
504;Madagascar;Northeast;Mananara Nord;Mananara Nord;Malotrandro;11/12/2016;Narison Jean Zola;NA;5;36;some_primary;betsimisaraka;Catholic;married;no;female;1;2;3;1;NA;#VALEUR!;6;NA;no;3;3;NA;0;NA;NA;NA;NA;NA;NA;NA;3137.618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;more_than_once_week;no_change;NA;no_change;NA;NA;yes;renforcer la loi concernant la peche;about_half_half;trust_more_people;trust_more_people;trust_all;trust_more_people;antazoalava;senne de plage;mauvais temps;atsiNGOra,tortue marine;NA;fishers_local_users and NGO;fishers_local_users and government;fishers_local_users and NGO;fishers_local_users and NGO;NA;NA;NA;NA;NA;NA;no_one;no_one;no_one;no_one;NA;no;NA;no;NA;NA;NA;NA;NA;NA;no;ici il y a beaucoup differents type de poisson;no;beaucoup de poissons de differents types;many different species of fish;rien;aucun;none;good;a mon avis ce sontles pecheurs qui sont en regle ont beaucoup d'avantages;je ne sais pas;don_t_know;NA;somewhat_more;easier;a_lot_more_reliable;very_supportive;il y a un endroit ou les poisson peuvent pondre et on arrive a preservers les differents type de poisson;not_involved;neither;very_fair;on a un reserve de tous les types de poisson;more_than_once_year;NA;a_lot_worse;avoir une vie paisible;a_lot_worse;avoir une vie paisible;to have a good life;health;NA;emotional health;NA;on n'achete plus de riz;on n'achete plus de riz;we don't buy rice anymore;health;NA;food security;NA;les prix des produits agricoles sont cheres;les prix des produits agricoles sont cheres;agricultural products are expensive;health;;food security;;sad;NA;NA;0.316211496546141;-0.0280925889627757;0.0703278554439519;-0.00543330400362269;0.0961608102053442;>1;1;0;>1;>1;0;0;0;0;0;0;0;>1;1;0;yes;metal;wood;cement;solar;no_boat;latrine;bicycle;Madagascar;4
1248;Madagascar;Northeast;Maroantsetra;Maroantsetra;Nandrahanana;28/12/2016;Veloson Kalo;this_village;36;36;some_middle_school;betsimisaraka;Catholic;married;no;female;2;3;2;1;0;1;6;farming;no;3;3;NA;0;NA;NA;NA;NA;NA;NA;NA;3137.618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;more_than_once_week;decreasing;climat,augmentation des nombres des pecheurs;decreasing;climat, augmentation du nombre de pecheurs;climate, increase in the number of fishermen;yes;interdire la senne de plage;about_half_half;about_half_half;about_half_half;about_half_half;trust_more_people;rien;filet a petite maille,senne de plage;mauvais temps;tortue marine,requin,langouste;NA;don_t_know;don_t_know;don_t_know;don_t_know;NA;NA;NA;NA;NA;NA;dont_know;dont_know;dont_know;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;no;NA;NA;NA;NA;NA;NA;les pecheurs qui gagnent de l'argent et les consommateurs car profite de bon produits;tout le monde car on subit tout le temps les consequences;don_t_know;je ne sais pas;don_t_know;don_t_know;don_t_know;supportive;esperons qu'il y aura des avantages;not_involved;somewhat_agree;fair;assurer l'avenir de nos enfants;don_t_know;NA;better;hausse de prix des produits;better;hausse de prix des produits;raise of products prices;health;NA;food security;NA;fiNAncer les etudes de nos enfants;fiNAncer les etudes de nos enfants;financing our children studies;economic;NA;economic wealth;NA;construire une maison;construction d'une maison;house construction;economic;NA;material wealth;NA;sad;NA;NA;0.225571529101316;0.0239883633580302;0.174866291553811;0.0684955811108969;0.0119386400015679;>1;1;1;>1;0;0;0;0;0;0;0;0;>1;0;0;yes;metal;wood;wood;solar;no_boat;latrine;no_transport;Madagascar;2
